<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
31/12/15;20277,0000000;20288,0000000;20141,0000000;20168,0000000;3567,5300000;3567,5300000;3564,4900000;3564,4900000;8,4356000;8,4369000;8,4327000;8,4327000;29,1694000;29,2017000;28,9706000;29,0850000;20,9350000;20,9350000;20,9350000;20,9350000;343,6600000;344,5300000;342,9100000;344,5200000;0,0156380;0,0156680;0,0154090;0,0155920;7,5379000;7,5708000;7,5311000;7,5605000;308,7000000;310,7700000;308,4300000;309,5600000;1,6068800;1,6125600;1,5987000;1,6085300;8,6865000;8,6975000;8,6180000;8,6363000;63,6610000;64,6830000;63,5250000;63,8350000;1,5493000;1,5541000;1,5439000;1,5458000;0,8600100;0,8613800;0,8523000;0,8578100;1,0918100;1,0928200;1,0860000;1,0875200;1,1081300;1,1162200;1,1077500;1,1158500;9,7366200;9,7672300;9,7300000;9,7427600;1,5010500;1,5075400;1,4918000;1,4962000;9,3775500;9,4482300;9,3544800;9,4173200;1,5175900;1,5208000;1,5085000;1,5100900;123,6330000;124,1140000;122,5320000;123,7450000
01/01/16;20157,0000000;20164,0000000;20148,0000000;20148,0000000;3637,9600000;3640,4600000;3635,9400000;3639,7900000;8,4549000;8,4558000;8,4549000;8,4554000;29,0838000;29,1317000;28,9255000;28,9693000;20,8480000;20,8480000;20,8480000;20,8480000;344,5000000;344,8000000;343,0500000;343,1700000;0,0156010;0,0157030;0,0155840;0,0156410;7,5610000;7,6372000;7,5597000;7,6275000;309,3400000;309,9100000;307,8100000;308,2500000;1,6082600;1,6236700;1,6037000;1,6167000;8,6388000;8,7264000;8,6329000;8,7203000;63,8350000;63,9520000;63,3690000;63,5630000;1,5451000;1,5532000;1,5419000;1,5516000;0,8578500;0,8602800;0,8566700;0,8593500;1,0873800;1,0928800;1,0873000;1,0900600;1,1157300;1,1174300;1,1074000;1,1103000;9,7468300;9,7817000;9,7274000;9,7734300;1,4962000;1,5047200;1,4933600;1,5026500;9,4225300;9,4241800;9,3131000;9,3800400;1,5100300;1,5204900;1,5082000;1,5135000;123,7380000;124,9420000;123,3420000;124,5960000
03/01/16;20143,0000000;20145,0000000;20140,0000000;20140,0000000;3627,3800000;3638,2000000;3626,7900000;3632,0700000;8,4582000;8,4660000;8,4495000;8,4599000;28,9780000;29,1392000;28,9537000;29,0342000;20,8480000;20,8480000;20,7960000;20,8030000;343,2400000;346,8800000;343,1100000;346,7500000;0,0155920;0,0156110;0,0155920;0,0156110;7,6287000;7,6760000;7,6247000;7,6649000;308,1700000;309,6000000;307,8400000;307,8400000;1,6183800;1,6183800;1,6105000;1,6180500;8,7221000;8,7223000;8,7089000;8,7203000;63,9160000;63,9160000;63,5620000;63,7591000;1,5528000;1,5528000;1,5516000;1,5516000;0,8597000;0,8600000;0,8593000;0,8600000;1,0898400;1,0903800;1,0886000;1,0886000;1,1100900;1,1212200;1,1094000;1,1205600;9,7727500;9,7974000;9,7531000;9,7773600;1,5026700;1,5026700;1,5017500;1,5020300;9,3852800;9,3955200;9,3812000;9,3934500;1,5138000;1,5138200;1,5132000;1,5135000;124,7000000;124,7000000;124,5700000;124,5900000
04/01/16;20140,0000000;20229,0000000;20080,0000000;20170,0000000;3624,5200000;3624,5800000;3618,5100000;3618,5100000;8,4211000;8,4230000;8,4201000;8,4226000;29,0819000;29,0819000;29,0819000;29,0819000;20,8010000;20,8870000;20,7210000;20,7730000;346,8100000;350,0300000;346,4500000;350,0000000;0,0156600;0,0156770;0,0156600;0,0156700;7,6737000;7,6870000;7,6282000;7,6459000;307,8500000;308,5600000;307,8500000;308,5200000;1,6124000;1,6179100;1,6093000;1,6153000;8,7125000;8,7233000;8,7035000;8,7110000;63,4990000;63,6430000;63,2283000;63,4944000;1,5516000;1,5530000;1,5481000;1,5492000;0,8600000;0,8620000;0,8598000;0,8607700;1,0906000;1,0909200;1,0891400;1,0897600;1,1202000;1,1206000;1,1202000;1,1204000;9,7840000;9,7863000;9,7730000;9,7863000;1,5026300;1,5029400;1,4984000;1,5011300;9,3643000;9,3897100;9,3633200;9,3738700;1,5137200;1,5149400;1,5111700;1,5120700;124,5980000;124,7300000;124,0900000;124,2340000
05/01/16;20172,0000000;20178,0000000;20002,0000000;20098,0000000;3617,4600000;3618,6500000;3598,7500000;3601,9100000;8,4091000;8,4103000;8,4084000;8,4103000;29,0819000;29,0975000;29,0221000;29,0496000;20,7930000;20,8050000;20,6310000;20,6310000;350,0000000;350,0000000;349,9300000;349,9300000;0,0156730;0,0157960;0,0155800;0,0156630;7,6460000;7,7161000;7,6415000;7,7107000;308,3400000;309,0500000;307,6500000;308,0200000;1,6158700;1,6197400;1,6007000;1,6056200;8,7109000;8,7686000;8,6886000;8,7474000;63,5890000;63,9910000;63,0180000;63,3283000;1,5510000;1,5604000;1,5480000;1,5559000;0,8615000;0,8651100;0,8598000;0,8643200;1,0895700;1,0948700;1,0877900;1,0936900;1,1198000;1,1206500;1,1183000;1,1192200;9,7803000;9,7803000;9,7720000;9,7731000;1,5014400;1,5072700;1,4962800;1,5027500;9,3723600;9,3999900;9,3555000;9,3684400;1,5128300;1,5209500;1,5079000;1,5171200;124,3200000;125,2990000;124,0760000;125,0690000
06/01/16;20093,0000000;20298,0000000;20072,0000000;20279,0000000;3614,2900000;3638,3200000;3613,9400000;3637,1000000;8,4849000;8,4866000;8,4849000;8,4854000;29,0466000;29,1193000;29,0379000;29,1139000;20,6120000;20,8240000;20,6100000;20,8160000;350,6000000;350,7800000;350,6000000;350,7400000;0,0157150;0,0158260;0,0156250;0,0158250;7,7105000;7,7123000;7,7105000;7,7123000;308,0900000;308,8800000;307,6400000;308,2900000;1,6056300;1,6076500;1,5886000;1,5940900;8,7468000;8,7740000;8,7004000;8,7091000;63,4180000;63,8010000;62,8430000;63,0790000;1,5561000;1,5627000;1,5530000;1,5547000;0,8641200;0,8675000;0,8616800;0,8625100;1,0934500;1,0944200;1,0900000;1,0909300;1,1194500;1,1263500;1,1159000;1,1236700;9,7764000;9,7974000;9,7448000;9,7730500;1,5027500;1,5058000;1,4931100;1,4949400;9,3674500;9,3910900;9,3560000;9,3645400;1,5172600;1,5200200;1,5087000;1,5110100;125,0680000;125,3900000;124,5100000;124,9680000
07/01/16;20276,0000000;20522,0000000;20261,0000000;20501,0000000;3683,2900000;3685,0300000;3681,8600000;3685,0300000;8,4719000;8,4719000;8,4699000;8,4711000;29,1271000;29,1460000;28,9361000;28,9361000;20,8200000;20,8290000;20,6230000;20,6610000;349,9700000;349,9800000;347,5400000;347,7300000;0,0157850;0,0158570;0,0157340;0,0157450;7,7097000;7,7138000;7,7001000;7,7049000;308,1700000;309,0700000;306,9000000;307,5500000;1,5941100;1,5995900;1,5852000;1,5907700;8,7075000;8,7380000;8,6964000;8,7358000;63,1410000;63,4162000;62,7880000;63,3191000;1,5543000;1,5576000;1,5504000;1,5532000;0,8627600;0,8656100;0,8600900;0,8643500;1,0910700;1,0937600;1,0899200;1,0916400;1,1237000;1,1268300;1,1172000;1,1181700;9,7612400;9,7783500;9,7314400;9,7314400;1,4944800;1,5021100;1,4926300;1,4944600;9,3639400;9,3991200;9,3406000;9,3441000;1,5110700;1,5143700;1,5009000;1,5039200;125,0100000;125,4080000;124,8590000;125,0860000
08/01/16;20489,0000000;20491,0000000;20277,0000000;20386,0000000;3673,6100000;3674,3700000;3673,2600000;3673,8500000;8,4677000;8,4677000;8,4644000;8,4654000;28,9356000;29,1966000;28,9347000;29,1857000;20,6660000;20,6660000;20,6660000;20,6660000;347,6700000;347,8400000;345,8000000;346,0600000;0,0157480;0,0158380;0,0155960;0,0156380;7,7056000;7,7522000;7,6911000;7,7332000;307,5900000;308,4800000;306,3300000;307,4000000;1,5926400;1,6006200;1,5863000;1,5959200;8,7365000;8,7643000;8,7202000;8,7346000;63,2850000;63,9010000;62,8610000;63,7060000;1,5532000;1,5574000;1,5500000;1,5541000;0,8648500;0,8670000;0,8637600;0,8659200;1,0914100;1,0929300;1,0885900;1,0899200;1,1180800;1,1220100;1,1166000;1,1217600;9,7280600;9,7497000;9,7120000;9,7246300;1,4943100;1,5063500;1,4939700;1,5037900;9,3417500;9,4179200;9,3236000;9,4151000;1,5038000;1,5121800;1,5020000;1,5114900;125,0670000;125,8060000;125,0270000;125,3660000
09/01/16;20390,0000000;20408,0000000;20389,0000000;20396,0000000;3667,8200000;3669,1300000;3662,3600000;3664,5100000;8,5595000;8,5610000;8,5587000;8,5610000;29,1903000;29,2629000;29,1632000;29,2540000;20,7060000;20,7160000;20,7060000;20,7140000;346,0400000;346,9900000;345,5200000;345,9400000;0,0156190;0,0158000;0,0156100;0,0157780;7,7337000;7,7602000;7,6955000;7,7008000;307,3000000;307,7700000;306,4500000;307,4300000;1,5959300;1,5984900;1,5753000;1,5801800;8,7345000;8,7555000;8,6955000;8,7120000;63,8090000;63,9460000;63,0020000;63,1489000;1,5541000;1,5552000;1,5417000;1,5441000;0,8659800;0,8750800;0,8654500;0,8728900;1,0900700;1,0910900;1,0870000;1,0894000;1,1217900;1,1250400;1,1192700;1,1209800;9,7252000;9,7432000;9,7157000;9,7357500;1,5031600;1,5111600;1,4977900;1,5010100;9,4101800;9,4340300;9,3604000;9,3687000;1,5111000;1,5126300;1,5009000;1,5026200;125,3490000;125,4250000;124,1390000;124,4700000
11/01/16;20431,0000000;20674,0000000;20313,0000000;20583,0000000;3662,3700000;3687,5600000;3615,3500000;3685,5400000;8,6477000;8,6524000;8,6477000;8,6524000;29,2549000;29,2549000;29,2549000;29,2549000;20,6690000;20,6690000;20,5040000;20,5050000;345,9500000;346,3400000;342,0100000;342,8600000;0,0157720;0,0157770;0,0157710;0,0157710;7,7021000;7,7272000;7,6914000;7,7258000;307,4600000;307,8900000;306,9600000;307,0400000;1,5826400;1,5827000;1,5787000;1,5822200;8,7150000;8,7182000;8,7110000;8,7110000;63,1910000;63,1960000;63,0403000;63,1960000;1,5451000;1,5451000;1,5422000;1,5422000;0,8734000;0,8737000;0,8733900;0,8733900;1,0886700;1,0893400;1,0878000;1,0878200;1,1209800;1,1234700;1,1159000;1,1181000;9,7350500;9,7436000;9,6985000;9,7191000;1,5015500;1,5018600;1,4966900;1,5006700;9,3677600;9,3693600;9,3625000;9,3693600;1,5030000;1,5034100;1,4996000;1,5004500;124,5000000;124,5300000;124,4160000;124,5000000
12/01/16;20586,0000000;20919,0000000;20571,0000000;20872,0000000;3693,9800000;3709,6100000;3693,9800000;3709,6100000;8,6325000;8,6329000;8,6312000;8,6320000;29,3111000;29,3254000;29,3111000;29,3224000;20,5110000;20,5210000;20,3900000;20,4050000;342,8500000;345,1200000;342,0600000;345,0800000;0,0157850;0,0157920;0,0155640;0,0155640;7,7261000;7,7399000;7,6873000;7,6966000;307,2100000;307,4700000;306,7800000;307,4000000;1,5782000;1,5835000;1,5777000;1,5792000;8,7065000;8,7136000;8,6987000;8,7035000;63,0203000;64,0340000;62,9755000;63,9947000;1,5444000;1,5447000;1,5405000;1,5417000;0,8724000;0,8735000;0,8716200;0,8717000;1,0891200;1,0896900;1,0885800;1,0890000;1,1182000;1,1182000;1,1177000;1,1177000;9,6975000;9,7158000;9,6975000;9,7158000;1,5003600;1,5020300;1,4983300;1,4996800;9,3658000;9,3937500;9,3658000;9,3793700;1,5023500;1,5030800;1,4991400;1,5019000;124,4100000;124,4510000;124,1930000;124,2970000
13/01/16;20879,0000000;20975,0000000;20793,0000000;20965,0000000;3761,9800000;3761,9800000;3758,6500000;3758,6500000;8,6085000;8,6108000;8,6083000;8,6095000;29,2584000;29,2589000;29,0550000;29,0708000;20,4040000;20,4350000;20,3230000;20,3460000;345,0600000;345,0600000;345,0000000;345,0000000;0,0155660;0,0158380;0,0155660;0,0158050;7,6977000;7,7035000;7,6483000;7,6599000;307,1400000;308,0600000;306,7700000;307,5400000;1,5818900;1,5869000;1,5734000;1,5814200;8,7094000;8,7218000;8,6966000;8,6991000;64,0230000;64,0230000;62,8550000;62,9950000;1,5441000;1,5493000;1,5413000;1,5471000;0,8726900;0,8728000;0,8690200;0,8694600;1,0892000;1,0914000;1,0880000;1,0913000;1,1180900;1,1180900;1,1165000;1,1169100;9,7011000;9,7236000;9,7011000;9,7100000;1,5010800;1,5046300;1,4984400;1,5005300;9,3637000;9,4196900;9,3592000;9,3878400;1,5029900;1,5057200;1,5000000;1,5015200;124,4000000;124,6500000;124,1600000;124,1950000
14/01/16;20986,0000000;21296,0000000;20957,0000000;21204,0000000;3760,5300000;3761,0500000;3752,0900000;3754,0300000;8,7084000;8,7103000;8,7053000;8,7053000;29,0658000;29,0801000;28,9093000;28,9312000;20,3480000;20,3710000;20,1500000;20,1730000;345,0900000;345,1000000;341,2200000;343,2000000;0,0158050;0,0158710;0,0156840;0,0157530;7,6623000;7,6626000;7,6589000;7,6603000;307,8500000;308,7900000;307,1700000;307,6800000;1,5815800;1,5827100;1,5695000;1,5760100;8,7020000;8,7318000;8,6554000;8,7163000;63,0570000;63,5750000;62,6980000;63,2683000;1,5471000;1,5511000;1,5410000;1,5474000;0,8693100;0,8706300;0,8653900;0,8699100;1,0911300;1,0917000;1,0877200;1,0903900;1,1177100;1,1190000;1,1159000;1,1162100;9,7136000;9,7326800;9,6998000;9,7129600;1,5005300;1,5021300;1,4924400;1,4978600;9,3878400;9,4636400;9,3761000;9,4300400;1,5011200;1,5105300;1,4960000;1,5051200;124,1920000;124,3940000;123,1170000;123,9550000
15/01/16;21203,0000000;21820,0000000;21185,0000000;21699,0000000;3738,7400000;3763,6800000;3738,7400000;3763,6800000;8,7526000;8,7539000;8,7526000;8,7530000;28,9294000;29,0580000;28,8110000;28,8439000;20,1720000;20,2640000;20,1610000;20,2600000;343,1900000;346,1600000;342,7000000;345,7300000;0,0157490;0,0157940;0,0155940;0,0156780;7,6566000;7,6610000;7,6525000;7,6552000;307,5100000;308,5700000;306,5700000;307,7100000;1,5758100;1,5880800;1,5660000;1,5867900;8,7170000;8,7688000;8,6965000;8,7600000;63,2840000;63,9530000;63,0160000;63,5850000;1,5476000;1,5559000;1,5440000;1,5545000;0,8697200;0,8750000;0,8694600;0,8721200;1,0902200;1,0911400;1,0864800;1,0879000;1,1164900;1,1205500;1,1107000;1,1186000;9,7137000;9,7842000;9,7092000;9,7550000;1,4978100;1,5132000;1,4941100;1,5130300;9,4300900;9,4950900;9,4240500;9,4811400;1,5053300;1,5200500;1,5010000;1,5176000;123,9820000;124,5530000;123,6850000;124,5530000
16/01/16;21682,0000000;21692,0000000;21682,0000000;21692,0000000;3777,7500000;3784,9500000;3776,1900000;3776,3400000;8,7527000;8,7540000;8,7523000;8,7540000;28,8469000;28,8956000;28,7751000;28,8083000;20,2590000;20,2590000;20,2550000;20,2550000;345,7800000;349,5000000;345,7500000;349,4600000;0,0156610;0,0158240;0,0156320;0,0157750;7,6538000;7,6668000;7,6479000;7,6483000;307,8600000;308,1900000;306,9100000;307,8500000;1,5862800;1,5930600;1,5815000;1,5880800;8,7591000;8,7696000;8,7260000;8,7352000;63,6380000;63,7530000;62,8630000;63,1932000;1,5548000;1,5578000;1,5510000;1,5531000;0,8718100;0,8755000;0,8682000;0,8703100;1,0878300;1,0903000;1,0872400;1,0892200;1,1186000;1,1252300;1,1162000;1,1243100;9,7550000;9,7842000;9,7449000;9,7649000;1,5126800;1,5227400;1,5093400;1,5201300;9,4840400;9,5062800;9,4465000;9,4695900;1,5175300;1,5191100;1,5100000;1,5151100;124,5420000;125,0920000;124,4210000;124,8410000
18/01/16;21695,0000000;22214,0000000;21639,0000000;22213,0000000;3788,7000000;3792,4000000;3788,1900000;3791,7800000;8,7661000;8,7665000;8,7657000;8,7661000;28,8073000;29,0531000;28,7860000;29,0495000;20,2610000;20,3680000;20,2460000;20,3190000;349,4300000;350,2100000;347,6200000;348,0900000;0,0157680;0,0157790;0,0155840;0,0155970;7,6480000;7,6743000;7,6118000;7,6636000;307,5100000;308,5400000;306,9300000;307,3400000;1,5872200;1,5885800;1,5730000;1,5764000;8,7349000;8,7911000;8,7300000;8,7867000;63,2070000;63,9700000;62,9950000;63,8786000;1,5543000;1,5597000;1,5519000;1,5558000;0,8701300;0,8770000;0,8692900;0,8751600;1,0891200;1,0901000;1,0852000;1,0856700;1,1243200;1,1256800;1,1200000;1,1212400;9,7653700;9,7911100;9,7333000;9,7355900;1,5200300;1,5218700;1,5139600;1,5142000;9,4805700;9,5162000;9,4551800;9,4883000;1,5152800;1,5258700;1,5142000;1,5200300;124,8290000;125,3120000;124,3820000;124,5360000
19/01/16;22213,0000000;22236,0000000;22088,0000000;22185,0000000;3783,9100000;3785,2300000;3780,9400000;3781,2000000;8,8562000;8,8576000;8,8546000;8,8559000;29,0479000;29,0479000;29,0426000;29,0426000;20,3190000;20,7980000;20,3190000;20,5160000;348,0700000;350,1600000;346,9900000;349,8400000;0,0155930;0,0156020;0,0155930;0,0156020;7,6641000;7,6681000;7,6151000;7,6575000;307,3500000;308,4700000;306,8900000;306,9600000;1,5786800;1,5786800;1,5746000;1,5782900;8,7883000;8,7896000;8,7837000;8,7858000;63,9120000;63,9120000;63,7160000;63,8435000;1,5581000;1,5581000;1,5577000;1,5577000;0,8756000;0,8756000;0,8754000;0,8754000;1,0855500;1,0866000;1,0850600;1,0862600;1,1212100;1,1285100;1,1203000;1,1282500;9,7523400;9,7620000;9,7155000;9,7186000;1,5152800;1,5165200;1,5152800;1,5153300;9,4916800;9,4962000;9,4864600;9,4864600;1,5205500;1,5212500;1,5205500;1,5210000;124,5700000;124,5700000;124,4100000;124,5400000
20/01/16;22182,0000000;22342,0000000;22161,0000000;22240,0000000;3809,8500000;3812,3000000;3809,8500000;3812,1100000;8,8183000;8,8257000;8,8183000;8,8257000;29,0503000;29,1480000;29,0293000;29,1217000;20,5090000;20,5750000;20,4040000;20,4940000;349,8900000;349,8900000;349,8200000;349,8200000;0,0156040;0,0156220;0,0155670;0,0155670;7,6558000;7,6654000;7,6170000;7,6265000;307,2400000;308,1900000;306,9200000;307,5000000;1,5751000;1,5815500;1,5751000;1,5790000;8,7790000;8,7902000;8,7756000;8,7791000;63,7880000;64,0220000;63,7540000;63,7880000;1,5572000;1,5588000;1,5540000;1,5556000;0,8750000;0,8775000;0,8750000;0,8760000;1,0868500;1,0875100;1,0858200;1,0866500;1,1282500;1,1282500;1,1279000;1,1279000;9,7236000;9,7236000;9,7145000;9,7217500;1,5149400;1,5206300;1,5149400;1,5172700;9,4915000;9,5023300;9,4872000;9,4978000;1,5206200;1,5222500;1,5178500;1,5199100;124,3980000;124,4860000;124,3490000;124,3900000
21/01/16;22253,0000000;23638,0000000;22051,0000000;23631,0000000;3814,6800000;3849,2600000;3813,7900000;3843,6600000;8,8086000;8,8086000;8,8041000;8,8041000;29,1212000;29,4401000;29,1212000;29,4028000;20,4920000;20,6320000;20,3530000;20,3710000;349,8500000;349,8900000;346,5500000;349,1700000;0,0155690;0,0156820;0,0155540;0,0156440;7,6274000;7,6856000;7,6265000;7,6816000;307,2500000;307,7500000;306,6500000;307,5300000;1,5785600;1,5837400;1,5705000;1,5759200;8,7879000;8,7891000;8,7519000;8,7688000;64,0140000;64,0750000;63,1030000;63,6940000;1,5576000;1,5591000;1,5516000;1,5546000;0,8766000;0,8768100;0,8692100;0,8720700;1,0866500;1,0871000;1,0845000;1,0858000;1,1273000;1,1282000;1,1268000;1,1271000;9,7248000;9,7344000;9,7194100;9,7258000;1,5179300;1,5187500;1,5013200;1,5029600;9,4873300;9,5207400;9,4652000;9,5035400;1,5201400;1,5227500;1,5133000;1,5159900;124,4100000;124,7140000;124,1480000;124,2980000
22/01/16;23620,0000000;23620,0000000;22240,0000000;22247,0000000;3849,8900000;3850,5800000;3849,1600000;3849,7600000;8,7885000;8,7885000;8,7858000;8,7858000;29,4074000;29,5899000;29,3973000;29,5899000;20,3710000;20,5350000;20,3380000;20,4790000;349,1600000;351,0400000;348,0200000;348,1600000;0,0156440;0,0156800;0,0155940;0,0156400;7,6818000;7,6818000;7,6509000;7,6799000;307,2000000;308,4900000;306,8400000;308,2500000;1,5762100;1,5804500;1,5598000;1,5686600;8,7693000;8,7945000;8,7585000;8,7887000;63,7050000;63,9240000;63,3880000;63,6160000;1,5544000;1,5562000;1,5500000;1,5547000;0,8720000;0,8755600;0,8690000;0,8734300;1,0854500;1,0865300;1,0838500;1,0846900;1,1271000;1,1283900;1,1233000;1,1254100;9,7207000;9,7663000;9,7183000;9,7342500;1,5027600;1,5109800;1,4970600;1,5018500;9,5039500;9,5636900;9,4939000;9,5343700;1,5160700;1,5200600;1,5117000;1,5171300;124,2950000;124,3990000;122,9010000;123,3500000
23/01/16;22254,0000000;22262,0000000;22249,0000000;22252,0000000;3855,3500000;3858,8500000;3854,9200000;3858,3800000;8,8282000;8,8296000;8,8282000;8,8295000;29,5872000;29,6090000;29,3799000;29,4397000;20,4780000;20,4780000;20,4780000;20,4780000;348,2300000;349,0700000;347,0500000;349,0700000;0,0156450;0,0156960;0,0154680;0,0155060;7,6760000;7,6815000;7,6719000;7,6760000;308,0500000;308,8800000;307,5300000;308,4400000;1,5689900;1,5719100;1,5533000;1,5635500;8,7887000;8,7936000;8,7302000;8,7737000;63,7040000;64,4290000;63,4350000;64,1700000;1,5548000;1,5574000;1,5470000;1,5555000;0,8732500;0,8740500;0,8675100;0,8685200;1,0846900;1,0866500;1,0830000;1,0862700;1,1254000;1,1284300;1,1238000;1,1276200;9,7342500;9,7882500;9,7305800;9,7687000;1,5017400;1,5030900;1,4819900;1,4903900;9,5402400;9,5781700;9,4877000;9,5610500;1,5165100;1,5232800;1,5057000;1,5201600;123,3530000;123,7400000;122,5940000;123,5760000
24/01/16;22247,0000000;22247,0000000;22245,0000000;22245,0000000;3939,3200000;3939,7700000;3927,1700000;3938,5600000;8,8647000;8,8655000;8,8639000;8,8639000;29,4238000;29,6707000;29,4145000;29,6587000;20,4790000;20,5500000;20,4310000;20,5140000;349,0600000;349,7200000;347,7600000;348,0400000;0,0155150;0,0156460;0,0154940;0,0156200;7,6746000;7,6825000;7,6421000;7,6543000;308,2000000;308,5700000;307,3100000;307,5000000;1,5638700;1,5661900;1,5484000;1,5533500;8,7741000;8,7857000;8,7278000;8,7417000;64,2320000;64,3895000;63,6120000;63,6300000;1,5552000;1,5567000;1,5470000;1,5482000;0,8686700;0,8699000;0,8647900;0,8654300;1,0862400;1,0876400;1,0840000;1,0843600;1,1274900;1,1282600;1,1202000;1,1255600;9,7677600;9,8067900;9,7615000;9,7785000;1,4903900;1,4949600;1,4846000;1,4851000;9,5611500;9,5748600;9,5016000;9,5198000;1,5199300;1,5220800;1,5110000;1,5141700;123,5880000;124,0350000;123,1400000;123,3500000
25/01/16;22248,0000000;22701,0000000;22242,0000000;22701,0000000;3927,3400000;3927,4700000;3914,8200000;3916,5600000;8,9119000;8,9127000;8,9110000;8,9110000;29,6571000;29,6571000;29,6571000;29,6571000;20,5060000;20,5420000;20,3670000;20,3760000;348,1100000;349,7900000;345,8200000;347,2100000;0,0156160;0,0156720;0,0155970;0,0156090;7,6556000;7,6658000;7,6338000;7,6603000;307,7800000;308,1400000;306,6500000;307,1100000;1,5540400;1,5594200;1,5439000;1,5518100;8,7443000;8,7610000;8,7050000;8,7276000;63,8190000;63,9204000;63,5270000;63,8021000;1,5498000;1,5510000;1,5447000;1,5479000;0,8654200;0,8859600;0,8640600;0,8779700;1,0843600;1,0872000;1,0833300;1,0849500;1,1255600;1,1270000;1,1194000;1,1214000;9,7776500;9,8056800;9,7580000;9,7660000;1,4858300;1,4924000;1,4816000;1,4859800;9,5234600;9,5463000;9,4970000;9,5048000;1,5139200;1,5197200;1,5008700;1,5071300;123,3470000;123,8640000;122,7920000;123,4230000
26/01/16;22698,0000000;22762,0000000;22657,0000000;22761,0000000;3918,9300000;3920,4000000;3898,1500000;3904,4800000;8,9395000;8,9395000;8,9385000;8,9391000;29,6594000;29,7747000;29,5412000;29,7275000;20,3700000;20,4430000;20,3530000;20,4360000;347,3700000;347,3800000;347,2800000;347,2800000;0,0156130;0,0156130;0,0156090;0,0156090;7,6601000;7,6641000;7,6121000;7,6471000;307,2700000;307,3400000;307,0100000;307,0900000;1,5517500;1,5522900;1,5475000;1,5522900;8,7294000;8,7294000;8,7179000;8,7275000;63,8330000;63,8480000;63,5611000;63,8480000;1,5496000;1,5496000;1,5473000;1,5474000;0,8786000;0,8786000;0,8782000;0,8785000;1,0848900;1,0853500;1,0847500;1,0847500;1,1211900;1,1237100;1,1164000;1,1194200;9,7660000;9,7856000;9,7487000;9,7551000;1,4866200;1,4866200;1,4706400;1,4708700;9,5100000;9,5100000;9,5046300;9,5046300;1,5074300;1,5074300;1,5044100;1,5046700;123,5300000;123,5500000;123,4020000;123,5480000
27/01/16;22762,0000000;23258,0000000;22745,0000000;23215,0000000;3902,6400000;3903,0400000;3869,0200000;3872,5500000;8,8814000;8,8814000;8,8787000;8,8808000;29,7286000;29,7595000;29,4982000;29,5105000;20,4360000;20,4910000;20,3640000;20,3810000;347,2400000;347,4700000;345,9400000;346,7400000;0,0156080;0,0156290;0,0156040;0,0156100;7,6478000;7,6543000;7,6092000;7,6230000;307,7900000;308,1800000;306,9300000;307,1300000;1,5470000;1,5550900;1,5470000;1,5532000;8,7295000;8,7418000;8,7211000;8,7370000;63,6407000;63,8700000;63,6208000;63,8400000;1,5492000;1,5529000;1,5466000;1,5503000;0,8792000;0,8818000;0,8792000;0,8815000;1,0857000;1,0858300;1,0840900;1,0854000;1,1194200;1,1194200;1,1194000;1,1194000;9,7553000;9,7560100;9,7553000;9,7560100;1,4858700;1,4893100;1,4855000;1,4870800;9,5090000;9,5204200;9,5035000;9,5166300;1,5069200;1,5093800;1,5049600;1,5079900;123,4580000;123,6700000;123,4050000;123,6200000
