window_size;number_of_epochs;learning_rate;Q
23;31;0.0451;0.845836616837929
23;31;0.0501;0.849013827570732
23;31;0.0551;0.841241911227564
23;36;0.0001;0.854810047606177
23;36;0.0051;0.849468742641387
23;36;0.0151;0.850277247088065
23;36;0.0201;0.86095149528117
23;36;0.0251;0.842452472257437
23;36;0.0301;0.850121070910764
23;36;0.0351;0.849527749498917
23;36;0.0401;0.849232885848201
23;36;0.0451;0.84614495693747
23;36;0.0501;0.843828924498682
23;41;0.0001;0.854468371433393
23;41;0.0051;0.88529031705204
23;41;0.0101;0.885553533123358
23;41;0.0151;0.849512354618994
23;41;0.0201;0.886595577609851
23;41;0.0251;0.84987493461586
23;41;0.0301;0.847215517816845
23;41;0.0351;0.845587292864089
23;41;0.0451;0.850298622823203
23;41;0.0501;0.849205371131957
23;41;0.0551;0.83625868398105
23;46;0.0001;0.853030253718479
23;46;0.0051;0.886518007459537
23;46;0.0101;0.82827878894174
23;46;0.0151;0.865873269616734
23;46;0.0201;0.847816544364282
23;46;0.0301;0.834211707456696
23;46;0.0351;0.84336645901403
23;46;0.0401;0.848213966666546
23;46;0.0451;0.846994063790083
23;46;0.0501;0.850002590054388
23;46;0.0551;0.84934117560346
26;1;0.0001;0.68573754149646
26;1;0.0051;0.850211478636468
26;1;0.0151;0.850283490594896
26;1;0.0201;0.829574894709799
26;1;0.0251;0.851258313187023
26;1;0.0301;0.74440096473028
26;1;0.0351;0.844786874472617
26;1;0.0401;0.849913804233532
26;1;0.0451;0.847642740511342
26;1;0.0501;0.850430780359123
26;6;0.0001;0.847352308882363
26;6;0.0051;0.85368987145149
26;6;0.0101;0.848309159711709
26;6;0.0151;0.861805411555944
26;6;0.0201;0.84803263650388
26;6;0.0251;0.849473200155534
26;6;0.0301;0.848725208148872
26;6;0.0351;0.845217763954887
26;6;0.0451;0.848112092669782
26;6;0.0501;0.845127803500556
26;6;0.0551;0.849318346365154
26;11;0.0001;0.848906446067797
26;11;0.0051;0.854128609496693
26;11;0.0101;0.848725421584238
26;11;0.0151;0.848960740447456
26;11;0.0201;0.850262431284043
26;11;0.0301;0.847881648106533
26;11;0.0351;0.834692173998585
26;11;0.0401;0.836296115183867
26;11;0.0451;0.850238973103121
26;11;0.0501;0.849871697205531
26;11;0.0551;0.844794626005734
26;16;0.0001;0.851422511422874
26;16;0.0051;0.857849031095671
26;16;0.0151;0.876287292759406
26;16;0.0201;0.870801166032899
26;16;0.0251;0.887207954649772
26;16;0.0301;0.848180871601149
26;16;0.0351;0.850299917990124
26;16;0.0401;0.849579812842996
26;16;0.0451;0.850039567551186
26;16;0.0501;0.849712341564536
26;21;0.0001;0.8523537066724
26;21;0.0051;0.862630037746387
26;21;0.0101;0.846245476159909
26;21;0.0151;0.887043953197018
26;21;0.0201;0.850298825649843
26;21;0.0251;0.850287748680571
26;21;0.0301;0.844355290235012
26;21;0.0351;0.846452663134853
26;21;0.0451;0.610297754552091
26;21;0.0501;0.837553206364192
26;21;0.0551;0.842957164288045
26;26;0.0001;0.845815553035926
26;26;0.0051;0.839810830780154
26;26;0.0101;0.849672942234662
26;26;0.0151;0.834448667439783
26;26;0.0201;0.852662738071317
26;26;0.0301;0.885603488938979
26;26;0.0351;0.849920815958854
26;26;0.0401;0.850257517969609
26;26;0.0451;0.848904781746765
26;26;0.0501;0.849478988870799
26;26;0.0551;0.850202106058729
26;31;0.0001;0.852353609232037
26;31;0.0051;0.881958445069316
26;31;0.0151;0.850260145764896
26;31;0.0201;0.849752103492928
26;31;0.0251;0.849735985805194
26;31;0.0301;0.848061570123062
26;31;0.0351;0.850164257178406
26;31;0.0401;0.850239702372198
26;31;0.0451;0.848765597914228
26;31;0.0501;0.845897398094618
