<DATEandTIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
0.5;0.497999;0.5;0.500999;0.502000
0.5;0.502000;0.5;0.494;0.494
0.5;0.494;0.495000;0.496000;0.494999
0.5;0.494999;0.494;0.491999;0.490000
0.5;0.490000;0.488;0.487000;0.491
0.5;0.491;0.491;0.495999;0.497
0.5;0.497;0.509;0.497;0.509999
0.5;0.509999;0.497999;0.499000;0.491999
0.5;0.491999;0.494999;0.491;0.489000
0.5;0.488;0.484999;0.494;0.486999
0.5;0.488;0.489000;0.489000;0.489000
0.5;0.489000;0.501999;0.500999;0.513999
0.5;0.513999;0.506;0.509;0.501000
0.5;0.501000;0.498000;0.500999;0.497999
0.5;0.497999;0.495999;0.492000;0.494
0.5;0.494;0.499000;0.5;0.503
0.5;0.503;0.506999;0.503;0.509
0.5;0.509;0.509;0.517999;0.436999
0.5;0.506999;0.504000;0.504000;0.574000
0.5;0.504000;0.500999;0.481000;0.483999
0.5;0.484999;0.491;0.506;0.506
0.5;0.506;0.503999;0.5;0.503
0.5;0.501999;0.532000;0.501999;0.528000
0.5;0.528000;0.493000;0.530000;0.497
0.5;0.497;0.494999;0.482999;0.485999
0.5;0.484999;0.490000;0.502000;0.502000
0.5;0.503;0.500999;0.503999;0.503
0.5;0.503;0.506;0.503;0.503
0.5;0.524000;0.517000;0.498000;0.497
0.5;0.475999;0.478999;0.498999;0.500999
0.5;0.500999;0.498999;0.498000;0.494999
0.5;0.494999;0.5;0.498999;0.504000
0.5;0.504000;0.507000;0.504000;0.507999
0.5;0.506;0.498999;0.503999;0.499000
0.5;0.500999;0.501000;0.497;0.499000
0.5;0.499000;0.497;0.499000;0.491999
0.5;0.491999;0.500999;0.491999;0.509
0.5;0.509;0.502000;0.500999;0.4818
0.5;0.494999;0.515000;0.495000;0.501199
0.5;0.488;0.468999;0.497;0.501000
0.5;0.501000;0.499000;0.478999;0.484999
0.5;0.484999;0.490000;0.505000;0.503999
0.5;0.503999;0.498999;0.504999;0.491999
0.5;0.509;0.508000;0.472000;0.478000
0.5;0.460999;0.463999;0.502000;0.499000
0.5;0.499000;0.498000;0.484999;0.488999
0.5;0.488999;0.486999;0.503999;0.493000
0.5;0.493000;0.506;0.494999;0.512
0.5;0.509;0.526000;0.505000;0.527000
0.5;0.530000;0.5;0.517000;0.481000
0.5;0.481000;0.485999;0.500999;0.500999
0.5;0.500999;0.498000;0.488;0.5
0.5;0.5;0.503;0.506999;0.503
0.5;0.505000;0.512;0.513000;0.5015
0.5;0.512;0.501999;0.5;0.4955
0.5;0.482999;0.483000;0.488999;0.502000
0.5;0.502000;0.503;0.503999;0.485999
0.5;0.485999;0.486999;0.487000;0.502000
0.5;0.500999;0.499000;0.491999;0.497999
0.5;0.499000;0.503;0.504000;0.503999
0.5;0.503999;0.497999;0.492999;0.490000
0.5;0.490000;0.498000;0.506;0.505000
0.5;0.505000;0.497;0.501000;0.498999
0.5;0.497;0.503;0.501999;0.501000
0.5;0.503;0.506999;0.501000;0.503999
0.5;0.503999;0.497999;0.497999;0.502000
0.5;0.502000;0.502000;0.500999;0.503
0.5;0.503;0.499000;0.502000;0.492999
0.5;0.494999;0.497;0.500999;0.504000
0.5;0.502000;0.503;0.502000;0.501999
0.5;0.501999;0.504999;0.506;0.501000
0.5;0.501000;0.498000;0.554000;0.500999
0.5;0.500999;0.501999;0.446999;0.5
0.5;0.5;0.499000;0.498000;0.502000
0.5;0.502000;0.5;0.495999;0.488
0.5;0.488;0.491999;0.494;0.501999
0.5;0.503;0.516000;0.5;0.517000
0.5;0.515999;0.504999;0.514000;0.499000
0.5;0.509;0.502000;0.488;0.485999
0.5;0.475999;0.478999;0.497999;0.502000
0.5;0.502000;0.5;0.498000;0.491999
0.5;0.491999;0.493000;0.494;0.497999
0.5;0.497999;0.5;0.497;0.501000
0.5;0.501000;0.497999;0.500999;0.494
0.5;0.494;0.500999;0.497;0.491599
0.5;0.506999;0.5;0.499000;0.510399
0.5;0.494999;0.502000;0.506;0.505000
0.5;0.505000;0.497;0.494999;0.488999
0.5;0.503999;0.503999;0.497;0.5
0.5;0.484999;0.489000;0.503999;0.501000
0.5;0.501000;0.497;0.493000;0.489999
0.5;0.489999;0.494999;0.494;0.499000
0.5;0.499000;0.497;0.498000;0.499000
0.5;0.499000;0.500999;0.5;0.503999
0.5;0.503999;0.501000;0.563099;0.500999
0.5;0.500999;0.5;0.439900;0.498000
0.5;0.498000;0.498999;0.501999;0.5
0.5;0.5;0.501000;0.499000;0.501999
0.5;0.501999;0.500999;0.497999;0.498000
0.5;0.498000;0.496000;0.498000;0.494999
0.5;0.494999;0.512999;0.501999;0.518000
0.5;0.518999;0.520000;0.523000;0.518000
0.5;0.517000;0.498999;0.494999;0.493000
0.5;0.490000;0.493000;0.494999;0.488999
0.5;0.491999;0.506;0.505000;0.508000
0.5;0.508000;0.500999;0.506;0.43
0.5;0.503999;0.494;0.500999;0.573999
0.5;0.5;0.501000;0.502000;0.5
0.5;0.5;0.500999;0.499000;0.500999
0.5;0.5;0.499000;0.497999;0.492000
0.5;0.493000;0.491;0.488999;0.494999
0.5;0.494999;0.494999;0.498000;0.478999
0.5;0.478000;0.484000;0.479999;0.5
0.5;0.497999;0.5;0.497;0.503999
0.5;0.506999;0.501999;0.508000;0.503
0.5;0.503;0.509;0.509;0.496700
0.5;0.507000;0.504000;0.497;0.516300
0.5;0.506;0.503;0.515999;0.501999
0.5;0.501999;0.518000;0.511000;0.515000
0.5;0.515000;0.497999;0.501999;0.501000
0.5;0.501000;0.500999;0.503;0.500999
0.5;0.500999;0.499000;0.492000;0.491999
0.5;0.491999;0.494;0.497999;0.502000
0.5;0.502000;0.515999;0.505000;0.506
0.5;0.505000;0.503;0.512;0.509999
0.5;0.510999;0.497;0.498999;0.497
0.5;0.497;0.497;0.499000;0.5
0.5;0.5;0.501000;0.500999;0.499000
0.5;0.514000;0.512999;0.499000;0.503
0.5;0.488;0.491;0.505000;0.499000
0.5;0.497999;0.496000;0.497;0.5
0.5;0.501000;0.503999;0.5;0.503999
0.5;0.503;0.500999;0.503;0.5
0.5;0.500999;0.5;0.494;0.493000
0.5;0.493000;0.496000;0.491999;0.500999
0.5;0.500999;0.497;0.503;0.491999
0.5;0.491999;0.494;0.497;0.497
0.5;0.497;0.500999;0.497999;0.505000
0.5;0.505000;0.5;0.505000;0.496000
0.5;0.496000;0.496000;0.497;0.497999
0.5;0.497999;0.497999;0.557400;0.497999
0.5;0.497999;0.498000;0.437599;0.498000
0.5;0.498000;0.503;0.505000;0.503999
0.5;0.503999;0.497999;0.494;0.493000
0.5;0.493000;0.493000;0.491999;0.489999
0.5;0.489999;0.497;0.489000;0.503
0.5;0.503;0.495999;0.503999;0.499000
0.5;0.499000;0.499000;0.497;0.494
0.5;0.494;0.497;0.497;0.499000
0.5;0.499000;0.499000;0.500999;0.503
0.5;0.503;0.504999;0.503;0.503999
0.5;0.503999;0.504000;0.504000;0.503999
0.5;0.503999;0.498999;0.490000;0.489000
0.5;0.489000;0.489000;0.494999;0.495999
0.5;0.495999;0.497999;0.503;0.498000
0.5;0.498000;0.497;0.491999;0.495999
0.5;0.495999;0.518000;0.518999;0.520000
0.5;0.520000;0.503999;0.494;0.506
0.5;0.506;0.508000;0.520000;0.500999
0.5;0.499000;0.494999;0.493000;0.501000
0.5;0.501999;0.5;0.503;0.497999
0.5;0.43;0.497;0.494999;0.494999
0.5;0.563000;0.498000;0.496000;0.457000
0.5;0.496000;0.491;0.390999;0.456000
0.5;0.417999;0.484999;0.497;0.564
0.5;0.564;0.503999;0.627000;0.501999
0.5;0.501999;0.503;0.497999;0.505000
0.5;0.504000;0.5;0.497;0.494
0.5;0.494999;0.521000;0.496000;0.495000
0.5;0.495000;0.468000;0.5;0.498999
0.5;0.498999;0.498099;0.495999;0.5
0.5;0.5;0.507600;0.502000;0.506
0.5;0.506999;0.497299;0.521000;0.491
0.5;0.542000;0.542000;0.488;0.530700
0.5;0.439;0.470300;0.515000;0.450299
0.5;0.535200;0.507899;0.502000;0.506999
0.5;0.502899;0.498899;0.501999;0.5411
0.5;0.5002;0.5002;0.543700;0.499600
0.5;0.497700;0.506900;0.456299;0.464300
0.5;0.466000;0.502299;0.508000;0.505000
0.5;0.505000;0.490000;0.503;0.497999
0.5;0.497999;0.499499;0.5;0.5
0.5;0.5;0.499400;0.494;0.531399
0.5;0.497;0.513600;0.499000;0.504800
0.5;0.509;0.492599;0.503;0.473799
0.5;0.503999;0.500300;0.494999;0.494
0.5;0.523099;0.498599;0.381;0.478999
0.5;0.4499;0.4495;0.502000;0.503
0.5;0.528000;0.525000;0.542199;0.471000
0.5;0.445999;0.449999;0.502200;0.501999
0.5;0.501999;0.497999;0.4983;0.484000
0.5;0.484000;0.490100;0.526299;0.505000
0.5;0.505000;0.5199;0.505000;0.515000
0.5;0.557000;0.536000;0.451999;0.491999
0.5;0.449999;0.457799;0.494999;0.453000
0.5;0.453000;0.499499;0.513000;0.5
0.5;0.498999;0.5077;0.497999;0.543999
0.5;0.545000;0.488999;0.5;0.505000
0.5;0.556000;0.549000;0.481999;0.499600
0.5;0.450999;0.455999;0.503;0.503399
0.5;0.501000;0.496000;0.560600;0.497
0.5;0.497;0.497999;0.428400;0.494
0.5;0.494;0.493000;0.498999;0.498999
0.5;0.498999;0.548999;0.501000;0.5
0.5;0.5;0.449999;0.565299;0.5
0.5;0.5;0.510900;0.444700;0.440000
0.5;0.440000;0.490099;0.5;0.561
0.5;0.561;0.500999;0.556899;0.495899
0.5;0.551000;0.550000;0.444099;0.516799
0.5;0.388999;0.456999;0.5;0.487300
0.5;0.560000;0.505000;0.475000;0.509999
0.5;0.510999;0.502000;0.524999;0.505000
0.5;0.495400;0.5;0.491;0.486999
0.5;0.495599;0.506999;0.497;0.496000
0.5;0.497;0.481000;0.497;0.503999
0.5;0.502000;0.501999;0.568899;0.502000
0.5;0.503;0.511000;0.438100;0.497
0.5;0.497;0.484999;0.482999;0.488
0.5;0.539999;0.539999;0.515999;0.515999
0.5;0.463999;0.468000;0.505000;0.504000
0.5;0.504000;0.5;0.496000;0.494
0.5;0.494;0.494999;0.491;0.500999
0.5;0.500999;0.522800;0.509;0.502000
0.5;0.512;0.499099;0.511999;0.498999
0.5;0.488999;0.499899;0.561;0.5
0.5;0.520300;0.5;0.473000;0.473000
0.5;0.4527;0.475000;0.451000;0.494999
0.5;0.494999;0.500399;0.543999;0.500999
0.5;0.543999;0.515799;0.462000;0.505000
0.5;0.462000;0.490900;0.501999;0.503
0.5;0.503;0.5;0.498000;0.497999
0.5;0.497999;0.501599;0.544999;0.504000
0.5;0.504000;0.512900;0.466000;0.498999
0.5;0.498999;0.517600;0.532000;0.497
0.5;0.498000;0.548299;0.500999;0.5
0.5;0.498999;0.4998;0.500999;0.527999
0.5;0.527999;0.502600;0.463000;0.5
0.5;0.5;0.5045;0.503;0.505000
0.5;0.505000;0.527799;0.503;0.502000
0.5;0.502000;0.410800;0.558;0.500999
0.5;0.500999;0.499299;0.444000;0.500999
0.5;0.500999;0.488900;0.491;0.492000
0.5;0.492000;0.511899;0.497999;0.485999
0.5;0.561;0.536100;0.545000;0.5
0.5;0.424999;0.426000;0.497;0.501000
0.5;0.501000;0.507999;0.457999;0.492999
0.5;0.492999;0.506999;0.503;0.506
0.5;0.506;0.498000;0.551000;0.5
0.5;0.579000;0.564999;0.451999;0.5
0.5;0.420999;0.436999;0.548999;0.515999
0.5;0.515999;0.5;0.501000;0.488
0.5;0.488;0.488;0.491;0.488000
0.5;0.488000;0.5;0.5;0.511999
0.5;0.586999;0.575000;0.484999;0.498000
0.5;0.423000;0.423000;0.463999;0.484000
0.5;0.484000;0.504999;0.5;0.498999
0.5;0.509999;0.534600;0.543999;0.5
0.5;0.488999;0.481899;0.460000;0.512
0.5;0.569000;0.530500;0.542999;0.493000
0.5;0.436;0.471699;0.460000;0.5
0.5;0.5;0.504400;0.502000;0.502000
0.5;0.502000;0.499599;0.542000;0.500999
0.5;0.500999;0.4998;0.459999;0.499000
0.5;0.497999;0.549500;0.498000;0.5
0.5;0.501000;0.4495;0.540999;0.498999
0.5;0.498999;0.501600;0.5;0.502000
0.5;0.502000;0.500099;0.501000;0.499000
0.5;0.458999;0.5017;0.459999;0.506
0.5;0.546000;0.551099;0.502000;0.497
0.5;0.497;0.450500;0.5;0.503999
0.5;0.503;0.4985;0.497;0.494999
0.5;0.495999;0.501300;0.494999;0.504000
0.5;0.462000;0.501899;0.505000;0.498999
0.5;0.576999;0.498799;0.503;0.499000
0.5;0.463000;0.500500;0.542000;0.500999
0.5;0.500999;0.499699;0.500999;0.5
0.5;0.5;0.499500;0.499000;0.501000
0.5;0.501000;0.500599;0.460000;0.498999
0.5;0.532999;0.500099;0.540999;0.502000
0.5;0.468000;0.501000;0.463999;0.5
0.5;0.504999;0.508699;0.542999;0.506
0.5;0.501000;0.499400;0.461000;0.498999
0.5;0.498999;0.500500;0.491;0.501000
0.5;0.501000;0.505099;0.507999;0.503999
0.5;0.503999;0.503399;0.505000;0.543500
0.5;0.506;0.495199;0.496000;0.454499
0.5;0.530500;0.501100;0.501999;0.502000
0.5;0.503299;0.5045;0.507000;0.505000
0.5;0.552199;0.547699;0.497;0.497999
0.5;0.411000;0.450500;0.540999;0.5
0.5;0.5;0.499199;0.454999;0.497999
0.5;0.497999;0.5;0.542000;0.499000
0.5;0.499000;0.498200;0.5;0.5
0.5;0.5;0.546099;0.5;0.517000
0.5;0.517000;0.4617;0.515999;0.498999
0.5;0.498999;0.506100;0.444000;0.504000
0.5;0.504000;0.504999;0.503;0.503999
0.5;0.503999;0.496400;0.500999;0.497999
0.5;0.575000;0.543800;0.558;0.503
0.5;0.427;0.459799;0.445;0.501000
0.5;0.5;0.497600;0.497;0.497
0.5;0.527499;0.497399;0.559000;0.5
0.5;0.499500;0.5002;0.5;0.5
0.5;0.546999;0.545999;0.443999;0.503
0.5;0.426000;0.456800;0.497;0.497999
0.5;0.497999;0.497399;0.498000;0.497999
0.5;0.497999;0.498199;0.559999;0.5
0.5;0.5;0.503300;0.443000;0.502000
0.5;0.556000;0.522300;0.497;0.497999
0.5;0.443999;0.474599;0.558999;0.5
0.5;0.5;0.499200;0.5;0.5
0.5;0.5;0.500300;0.438000;0.498000
0.5;0.498000;0.499499;0.503;0.500999
0.5;0.577999;0.546399;0.5;0.5
0.5;0.423000;0.454599;0.497;0.531599
0.5;0.499000;0.506900;0.504999;0.506900
0.5;0.510999;0.497399;0.502000;0.465499
0.5;0.527300;0.501400;0.497999;0.499000
0.5;0.5137;0.5137;0.498000;0.499000
0.5;0.451000;0.481000;0.559999;0.498999
0.5;0.500999;0.513399;0.499000;0.499000
0.5;0.5;0.500999;0.442999;0.536000
0.5;0.533000;0.5349;0.593000;0.515999
0.5;0.598999;0.553699;0.510999;0.503999
0.5;0.420999;0.453000;0.502000;0.494
0.5;0.494;0.494500;0.490000;0.5
0.5;0.499000;0.501399;0.402000;0.463000
0.5;0.463999;0.466999;0.504999;0.496000
0.5;0.571000;0.533100;0.561;0.5
0.5;0.424999;0.473099;0.443000;0.506999
0.5;0.506999;0.498100;0.503;0.498000
0.5;0.497;0.4908;0.489999;0.529899
0.5;0.492000;0.497900;0.561;0.463099
0.5;0.521999;0.502400;0.442;0.5
0.5;0.479999;0.501199;0.560000;0.5
0.5;0.539100;0.498600;0.499000;0.498000
0.5;0.459899;0.5015;0.437999;0.437999
0.5;0.497999;0.498699;0.493000;0.552
0.5;0.43;0.530699;0.497999;0.503
0.5;0.564;0.462400;0.563000;0.499000
0.5;0.499000;0.499400;0.5;0.5
0.5;0.500999;0.506;0.442999;0.506
0.5;0.505000;0.4998;0.563000;0.5
0.5;0.575000;0.5334;0.5;0.502000
0.5;0.427;0.470999;0.442;0.503
0.5;0.503;0.499200;0.561999;0.539499
0.5;0.5;0.496299;0.433;0.497
0.5;0.494;0.497599;0.498000;0.393500
0.5;0.576000;0.535900;0.504999;0.565999
0.5;0.425999;0.469299;0.502000;0.504000
0.5;0.504000;0.502000;0.561999;0.5
0.5;0.5;0.503299;0.443000;0.501999
0.5;0.440999;0.505800;0.498999;0.507000
0.5;0.568000;0.534600;0.504000;0.544999
0.5;0.544999;0.497599;0.591999;0.488
0.5;0.488;0.507799;0.458999;0.455000
0.5;0.455000;0.493300;0.497;0.515000
0.5;0.515000;0.494199;0.511000;0.495999
0.5;0.495999;0.525099;0.500999;0.511000
0.5;0.511000;0.485500;0.504000;0.505000
0.5;0.505000;0.4739;0.510999;0.497999
0.5;0.497999;0.5124;0.491;0.488999
0.5;0.488999;0.494199;0.5;0.558
0.5;0.594999;0.536999;0.504000;0.457000
0.5;0.419000;0.472700;0.509999;0.506
0.5;0.506999;0.509700;0.504999;0.509
0.5;0.508000;0.503099;0.510000;0.505000
0.5;0.506;0.502000;0.500999;0.497999
0.5;0.5;0.536499;0.494999;0.493000
0.5;0.491;0.460999;0.501000;0.506
0.5;0.501999;0.498700;0.497999;0.494
0.5;0.496000;0.495799;0.496000;0.498999
0.5;0.500999;0.509300;0.503;0.509
0.5;0.595000;0.536200;0.509999;0.502000
0.5;0.415999;0.461399;0.494;0.496000
0.5;0.496000;0.499400;0.502000;0.497
0.5;0.497;0.497700;0.495999;0.498999
0.5;0.5;0.498399;0.497;0.548900
0.5;0.558;0.510100;0.503;0.451099
0.5;0.488399;0.488500;0.495000;0.494
0.5;0.446599;0.501299;0.501999;0.503
0.5;0.553600;0.498800;0.499000;0.497
0.5;0.446399;0.499000;0.500999;0.5
0.5;0.584000;0.531399;0.496000;0.499000
0.5;0.414999;0.465600;0.499000;0.496000
0.5;0.496000;0.496899;0.499000;0.5
0.5;0.5;0.4968;0.498999;0.501999
0.5;0.501999;0.497300;0.503;0.5
0.5;0.559000;0.5154;0.499000;0.504000
0.5;0.445;0.497199;0.506;0.503
0.5;0.507999;0.510100;0.507999;0.537999
0.5;0.521000;0.508499;0.502000;0.471000
0.5;0.483000;0.499299;0.500999;0.504999
0.5;0.586999;0.5289;0.506;0.555500
0.5;0.429000;0.470500;0.495000;0.4405
0.5;0.485999;0.500700;0.501999;0.511000
0.5;0.510000;0.497999;0.504000;0.5
0.5;0.497;0.502299;0.503;0.5
0.5;0.583999;0.534500;0.494999;0.497999
0.5;0.414000;0.417000;0.503;0.5
0.5;0.544600;0.541600;0.491999;0.493000
0.5;0.4514;0.498599;0.502000;0.503999
0.5;0.565999;0.518799;0.497;0.491999
0.5;0.43;0.4724;0.485999;0.499000
0.5;0.499000;0.507899;0.510000;0.503999
0.5;0.503999;0.491400;0.481999;0.474000
0.5;0.472000;0.487499;0.484999;0.5
0.5;0.502000;0.526800;0.497999;0.516999
0.5;0.516999;0.488;0.532000;0.504000
0.5;0.546400;0.496699;0.503;0.501999
0.5;0.459599;0.502500;0.494999;0.495000
0.5;0.493000;0.497399;0.497999;0.494
0.5;0.496000;0.5334;0.494000;0.510999
0.5;0.510999;0.4726;0.507999;0.493000
0.5;0.493000;0.496600;0.497999;0.500999
0.5;0.500999;0.499099;0.5;0.494
0.5;0.494;0.499299;0.495000;0.497
0.5;0.562000;0.508400;0.500999;0.506
0.5;0.440999;0.490400;0.499000;0.496000
0.5;0.496000;0.5032;0.503999;0.512999
0.5;0.512999;0.503799;0.511000;0.498000
0.5;0.498000;0.499299;0.497;0.503
0.5;0.585000;0.536300;0.503;0.497
0.5;0.414999;0.4604;0.494999;0.497999
0.5;0.497999;0.497299;0.496000;0.493000
0.5;0.541699;0.507000;0.497;0.507999
0.5;0.459299;0.499099;0.503999;0.493000
0.5;0.576000;0.526199;0.494;0.497999
0.5;0.414999;0.468700;0.5;0.497
0.5;0.497;0.500699;0.500999;0.508000
0.5;0.508000;0.5002;0.499000;0.494999
0.5;0.494999;0.496700;0.5;0.524000
0.5;0.525000;0.545699;0.502000;0.522000
0.5;0.519999;0.463200;0.506;0.492999
0.5;0.494;0.494300;0.497999;0.499000
0.5;0.499000;0.500099;0.497;0.497
0.5;0.5;0.502900;0.502000;0.508000
0.5;0.525999;0.506499;0.503;0.494999
0.5;0.474000;0.4938;0.5;0.502000
0.5;0.502000;0.496300;0.497999;0.497999
0.5;0.497999;0.499499;0.494999;0.496000
0.5;0.496000;0.495699;0.502000;0.503999
0.5;0.544999;0.529699;0.499000;0.499000
0.5;0.458000;0.471200;0.503999;0.5
0.5;0.5;0.502299;0.533999;0.5
0.5;0.5;0.503;0.469999;0.501999
0.5;0.501999;0.494300;0.5;0.494
0.5;0.538000;0.527200;0.502000;0.506
0.5;0.461999;0.473599;0.527999;0.498000
0.5;0.498000;0.497799;0.466999;0.494999
0.5;0.494999;0.498200;0.502000;0.499000
0.5;0.499000;0.497999;0.490000;0.5
0.5;0.5;0.5244;0.497999;0.497999
0.5;0.497;0.466799;0.494;0.494999
0.5;0.494999;0.4953;0.497;0.505800
0.5;0.5;0.500100;0.5;0.489200
0.5;0.496000;0.4953;0.497;0.497999
0.5;0.525999;0.518499;0.535000;0.499000
0.5;0.471000;0.481500;0.5;0.501999
0.5;0.501999;0.500499;0.501999;0.501000
0.5;0.501000;0.505600;0.466000;0.506
0.5;0.506;0.5045;0.509;0.506
0.5;0.550999;0.538899;0.496000;0.497999
0.5;0.453000;0.462500;0.505000;0.502000
0.5;0.502000;0.500599;0.502999;0.501999
0.5;0.501999;0.505299;0.492000;0.496000
0.5;0.497;0.493299;0.503999;0.503
0.5;0.545999;0.5383;0.498000;0.500999
0.5;0.457000;0.461100;0.500999;0.498000
0.5;0.497;0.500399;0.491999;0.497
0.5;0.498000;0.499500;0.5;0.498999
0.5;0.498999;0.508399;0.505000;0.503
0.5;0.504000;0.535600;0.497999;0.501000
0.5;0.5;0.459299;0.498000;0.503
0.5;0.501999;0.507100;0.509;0.503
0.5;0.504000;0.499699;0.540999;0.498999
0.5;0.498999;0.497700;0.454000;0.492000
0.5;0.492000;0.5092;0.499000;0.503999
0.5;0.503999;0.486899;0.500999;0.497
0.5;0.497;0.495000;0.491;0.493000
0.5;0.494;0.499400;0.503;0.501999
0.5;0.500999;0.499699;0.539000;0.499000
0.5;0.548000;0.536999;0.463999;0.503
0.5;0.454000;0.462200;0.537999;0.499000
0.5;0.499000;0.4908;0.497;0.497999
0.5;0.497999;0.500999;0.459000;0.494999
0.5;0.494999;0.503900;0.537300;0.503
0.5;0.524000;0.512099;0.502699;0.501000
0.5;0.480000;0.487000;0.456000;0.506
0.5;0.506;0.505400;0.506999;0.5
0.5;0.5;0.5;0.545000;0.501999
0.5;0.501999;0.505099;0.457000;0.504000
0.5;0.544000;0.534500;0.500999;0.497999
0.5;0.457999;0.465699;0.502000;0.503
0.5;0.503;0.500300;0.545999;0.502000
0.5;0.502000;0.499699;0.454000;0.494999
0.5;0.494999;0.496899;0.494999;0.502000
0.5;0.502000;0.537400;0.502000;0.498999
0.5;0.498999;0.4636;0.501999;0.502000
0.5;0.502000;0.514400;0.497;0.517000
0.5;0.517000;0.5;0.512999;0.497
0.5;0.497;0.5;0.492000;0.497
0.5;0.497;0.514999;0.502000;0.5
0.5;0.5;0.484000;0.503999;0.504999
0.5;0.504999;0.506;0.500999;0.505000
0.5;0.505000;0.503;0.509999;0.501999
0.5;0.501999;0.503;0.5426;0.504000
0.5;0.503;0.521999;0.459400;0.503
0.5;0.504000;0.498000;0.500999;0.516999
0.5;0.516999;0.504999;0.489000;0.460000
0.5;0.460000;0.454000;0.494;0.498000
0.5;0.499000;0.533000;0.497;0.534999
0.5;0.530000;0.502000;0.530000;0.500999
0.5;0.504999;0.504999;0.503;0.504000
0.5;0.504000;0.5;0.500999;0.5
0.5;0.5;0.504000;0.503;0.504999
0.5;0.504999;0.498999;0.500999;0.497
0.5;0.517000;0.517000;0.496000;0.498000
0.5;0.478000;0.478000;0.494;0.498999
0.5;0.498999;0.498999;0.502000;0.499000
0.5;0.499000;0.502000;0.503;0.500999
0.5;0.5;0.497;0.491999;0.495000
0.5;0.506;0.506;0.539099;0.498999
0.5;0.488999;0.490000;0.500600;0.501000
0.5;0.501000;0.500999;0.461299;0.497
0.5;0.497;0.497999;0.498000;0.497999
0.5;0.497999;0.496000;0.497;0.499000
0.5;0.511000;0.511000;0.5;0.498999
0.5;0.486999;0.491;0.503999;0.502000
0.5;0.502000;0.503;0.502000;0.503999
0.5;0.503999;0.5;0.497;0.477500
0.5;0.496000;0.497;0.497;0.518499
0.5;0.5;0.528999;0.503;0.503
0.5;0.503;0.477000;0.504999;0.502000
0.5;0.502000;0.497999;0.497;0.498999
0.5;0.498999;0.497999;0.501000;0.497
0.5;0.465000;0.5;0.503;0.501000
0.5;0.530999;0.504000;0.497;0.480599
0.5;0.503;0.494999;0.503;0.519400
0.5;0.481400;0.503999;0.503;0.503999
0.5;0.521599;0.5;0.497;0.497999
0.5;0.497999;0.497;0.495999;0.5
0.5;0.496000;0.503;0.503;0.502000
0.5;0.506;0.499000;0.497;0.499000
0.5;0.499000;0.500999;0.499000;0.5
0.5;0.5;0.501000;0.497;0.500999
0.5;0.500999;0.497999;0.500999;0.499000
0.5;0.518000;0.518000;0.503;0.5
0.5;0.481000;0.484999;0.504000;0.503
0.5;0.503;0.5;0.503;0.5
0.5;0.5;0.502000;0.501999;0.498999
0.5;0.498999;0.498999;0.498000;0.502000
0.5;0.533000;0.530000;0.501999;0.500999
0.5;0.469000;0.469999;0.535400;0.5
0.5;0.500999;0.501000;0.499400;0.498000
0.5;0.498000;0.498999;0.499400;0.501999
0.5;0.501999;0.5;0.462799;0.497
0.5;0.505000;0.505000;0.536999;0.501000
0.5;0.493000;0.494;0.459000;0.492999
0.5;0.492999;0.494;0.493000;0.496000
0.5;0.496000;0.500999;0.5;0.506
0.5;0.506;0.502000;0.542899;0.500999
0.5;0.500999;0.505000;0.453099;0.474000
0.5;0.496000;0.494;0.506;0.521999
0.5;0.5;0.495999;0.497;0.5
0.5;0.5;0.501000;0.503;0.463000
0.5;0.463000;0.5;0.520000;0.537999
0.5;0.537999;0.507999;0.514200;0.497
0.5;0.497;0.489000;0.460799;0.497
0.5;0.497;0.497;0.489999;0.495000
0.5;0.496000;0.494999;0.493000;0.493000
0.5;0.492000;0.496000;0.499000;0.494
0.5;0.501999;0.497999;0.493000;0.503
0.5;0.495000;0.497;0.546199;0.498999
0.5;0.498999;0.504000;0.462800;0.506
0.5;0.506;0.498999;0.540699;0.498000
0.5;0.498000;0.499000;0.458300;0.498999
0.5;0.506999;0.506;0.503;0.501000
0.5;0.493000;0.493000;0.497;0.497999
0.5;0.497999;0.500999;0.5;0.502000
0.5;0.502000;0.499000;0.498000;0.497
0.5;0.497;0.498999;0.500999;0.497999
0.5;0.497999;0.506;0.496000;0.499000
0.5;0.499000;0.491;0.540299;0.501999
0.5;0.501999;0.5;0.499900;0.498000
0.5;0.498000;0.498000;0.470799;0.5
0.5;0.5;0.501999;0.486000;0.500999
0.5;0.509;0.507000;0.503;0.499000
0.5;0.491;0.491999;0.538199;0.5
0.5;0.5;0.5;0.500900;0.500999
0.5;0.500999;0.5;0.457900;0.499000
0.5;0.499000;0.5;0.503;0.500999
0.5;0.509;0.508000;0.5;0.500999
0.5;0.492999;0.494999;0.503;0.482199
0.5;0.499000;0.500999;0.5;0.516800
0.5;0.500999;0.501000;0.497;0.505000
0.5;0.504000;0.500999;0.501999;0.498999
0.5;0.506999;0.506;0.505000;0.505000
0.5;0.497;0.497;0.500999;0.497999
0.5;0.497999;0.497999;0.498000;0.496000
0.5;0.496000;0.496000;0.494999;0.457000
0.5;0.457000;0.494999;0.521000;0.537999
0.5;0.539000;0.501000;0.475000;0.499000
0.5;0.497;0.5;0.503;0.500999
0.5;0.501999;0.5;0.540399;0.5
0.5;0.5;0.498999;0.499099;0.499000
